Protein,Total Fat,Carbohydrate,Energy,Alcohol,Water,Caffeine,Theobromine,"Sugars, total","Fiber, total dietary",Calcium,Iron,Magnesium,Phosphorus,Potassium,Sodium,Zinc,Copper,Selenium,Retinol,"Vitamin A, RAE","Carotene, beta","Carotene, alpha",Vitamin E (alpha-tocopherol),Vitamin D (D2 + D3),"Cryptoxanthin, beta",Lycopene,Lutein + zeaxanthin,Vitamin C,Thiamin,Riboflavin,Niacin,Vitamin B-6,"Folate, total",Vitamin B-12,"Choline, total",Vitamin K (phylloquinone),Folic acid,"Folate, food","Folate, DFE","Vitamin E, added","Vitamin B-12, added",Cholesterol,"Fatty acids, total saturated",4:0,6:0,8:0,10:0,12:0,14:0,16:0,18:0,18:1,18:2,18:3,20:4,22:6 n-3,16:1,18:4,20:1,20:5 n-3,22:1,22:5 n-3,"Fatty acids, total monounsaturated","Fatty acids, total polyunsaturated",Daidzein,Genistein,Glycitein,Cyanidin,Petunidin,Delphinidin,Malvidin,Pelargonidin,Peonidin,(+)-Catechin,(-)-Epigallocatechin,(-)-Epicatechin,(-)-Epicatechin 3-gallate,(-)-Epigallocatechin 3-gallate,Theaflavin,Thearubigins,Eriodictyol,Hesperetin,Naringenin,Apigenin,Luteolin,Isorhamnetin,Kaempferol,Myricetin,Quercetin,"Theaflavin-3,3'-digallate",Theaflavin-3'-gallate,Theaflavin-3-gallate,(+)-Gallocatechin,Total flavonoids,Total anthocyanidins,Total catechins (monomeric flavan-3-ols only),Total flavan-3-ols,Total flavanones,Total flavones,Total flavonols,Total isoflavones,novaclass
0.38,28.37,10.43,291.0,0.0,56.4,0.0,0.0,8.32,0.0,7.0,0.63,3.0,9.0,48.0,1018.0,0.13,0.0,2.0,0.0,2.0,21.0,0.0,5.0,0.0,2.0,16.0,0.0,0.0,0.013,0.021,0.0,0.06,0.0,0.0,2.6,56.0,0.0,0.0,0.0,0.0,0.0,0.0,4.474,0.0,0.0,0.0,0.0,0.0,0.0,3.298,0.953,6.315,11.527,1.413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.315,12.941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.9,79.39,3.16,718.0,0.0,15.06,0.0,0.0,1.08,0.0,7.0,0.22,1.0,25.0,12.0,568.0,0.17,0.029,1.7,80.0,81.0,6.0,0.0,5.22,0.2,5.0,0.0,190.0,0.0,0.034,0.056,0.0,0.577,5.0,0.33,21.8,42.2,0.0,5.0,5.0,0.0,0.0,38.0,11.885,0.0,0.0,0.0,0.0,0.0,0.068,7.905,3.254,19.385,37.678,4.702,0.0,0.0,0.11,0.0,0.103,0.0,0.0,0.0,19.598,42.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5.95,31.79,3.06,322.0,0.0,56.33,0.0,0.0,0.85,1.1,53.0,0.27,52.0,49.0,66.0,773.0,0.4,0.09,1.6,0.0,2.0,23.0,0.0,2.4,0.0,6.0,0.0,21.0,0.0,0.05,0.04,0.09,0.02,8.0,0.0,26.2,53.4,0.0,8.0,8.0,0.0,0.0,0.0,2.921,0.0,0.0,0.0,0.0,0.001,0.005,1.962,0.815,4.873,14.534,2.042,0.0,0.0,0.007,0.0,0.11,0.0,0.241,0.0,5.246,16.59,5.5,11.3,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.13,0.0,0.0,0.0,0.0,0.0,0.0,19.13,4
0.3,19.2,16.0,232.0,0.0,62.7,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,10.0,497.0,0.11,0.01,1.6,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.6,42.2,0.0,0.0,0.0,0.0,0.0,24.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.9,4.5,9.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.1,47.7,15.8,482.0,0.0,34.6,0.0,0.0,6.0,0.0,0.0,0.01,0.0,0.0,10.0,353.0,0.11,0.001,1.6,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,42.2,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,5.5,2.0,10.5,23.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.69,26.18,31.9,355.0,0.0,38.53,0.0,0.0,17.68,0.7,13.0,0.6,10.0,20.0,173.0,1133.0,0.22,0.058,1.6,0.0,29.0,320.0,2.0,3.32,0.0,49.0,3576.0,173.0,6.0,0.029,0.046,0.594,0.097,5.0,0.0,4.6,53.7,0.0,5.0,5.0,0.0,0.0,0.0,2.39,0.0,0.0,0.0,0.0,0.002,0.021,1.731,0.636,5.824,13.089,1.741,0.0,0.0,0.053,0.0,0.051,0.0,0.0,0.0,5.928,14.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.9,33.4,23.9,390.0,0.0,39.9,0.0,0.0,6.4,0.0,14.0,0.2,2.0,26.0,9.0,711.0,0.18,0.01,1.6,12.0,21.0,94.0,1.0,2.06,0.1,27.0,0.0,87.0,0.0,0.013,0.024,0.004,0.017,6.0,0.21,14.6,42.2,0.0,6.0,6.0,0.0,0.0,26.0,4.9,0.0,0.0,0.0,0.0,0.1,0.0,3.5,1.4,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,77.8,0.3,688.0,0.0,21.7,0.0,0.0,0.3,0.0,7.0,0.23,1.0,25.0,14.0,486.0,0.13,0.0,1.6,0.0,0.0,0.0,0.0,11.79,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.01,0.01,0.0,0.0,0.7,24.7,0.0,0.0,0.0,0.0,0.0,0.0,10.784,0.0,0.0,0.0,0.0,0.0,0.0,7.357,2.952,18.026,40.569,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.026,45.539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.9,43.33,7.36,427.0,0.0,45.03,0.0,0.0,6.67,0.1,34.0,0.35,7.0,31.0,58.0,867.0,0.25,0.01,1.6,10.0,10.0,3.0,1.0,4.6,0.0,1.0,0.0,39.0,0.2,0.02,0.05,0.14,0.01,4.0,0.26,3.6,96.7,0.0,4.0,4.0,0.0,0.0,40.0,5.978,0.016,0.009,0.006,0.012,0.013,0.089,4.254,1.58,9.252,20.436,2.73,0.0,0.0,0.091,0.0,0.08,0.0,0.0,0.0,9.423,23.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.03,51.39,6.69,484.0,0.0,38.18,0.0,0.0,2.45,0.7,31.0,0.62,5.0,161.0,62.0,1094.0,0.4,0.043,2.1,10.0,10.0,2.0,1.0,4.23,0.1,1.0,0.0,29.0,3.4,0.096,0.055,0.007,0.023,4.0,0.33,20.6,125.2,0.0,4.0,4.0,0.0,0.0,33.0,8.019,0.0,0.0,0.0,0.0,0.0,0.047,5.321,2.248,10.987,25.267,3.063,0.0,0.0,0.065,0.0,0.343,0.0,0.0,0.0,11.394,28.329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.1,0.01,0.0,0.41,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.02,0.52,0.0,4
0.92,33.33,24.53,399.0,0.0,38.85,0.0,0.0,23.39,0.3,59.0,0.25,9.0,49.0,61.0,788.0,0.25,0.035,1.2,50.0,51.0,8.0,0.0,2.36,0.1,0.0,0.0,0.0,0.3,0.024,0.058,0.047,0.022,3.0,0.09,6.0,50.2,0.0,3.0,3.0,0.0,0.0,15.0,6.061,0.156,0.093,0.046,0.102,0.119,0.4,3.449,1.465,7.98,15.297,1.989,0.01,0.0,0.092,0.0,0.078,0.0,0.001,0.0,8.207,17.326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.0,0.47,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.61,0.0,4
1.2,61.4,3.5,564.0,0.0,31.9,0.0,0.0,2.45,0.0,22.0,0.35,2.0,26.0,176.0,1103.0,0.18,0.01,1.6,10.0,10.0,2.0,1.0,4.23,0.1,1.0,0.0,29.0,0.6,0.0,0.0,0.0,0.07,4.0,0.12,20.6,125.2,0.0,4.0,4.0,0.0,0.0,49.0,10.527,0.128,0.048,0.026,0.064,0.087,0.352,7.062,2.57,14.386,29.006,3.861,0.037,0.01,0.229,0.0,0.12,0.001,0.001,0.0,14.84,32.972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
3.1,45.2,8.6,443.0,0.0,39.2,0.0,0.0,8.32,1.0,19.0,0.6,0.0,37.0,157.0,1000.0,0.1,0.0,1.6,0.0,2.0,21.0,0.0,5.0,0.0,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,1.9,11.9,23.2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9,25.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.1,0.0,3.7,15.0,0.0,95.7,0.0,0.0,3.7,0.0,4.0,0.04,3.0,3.0,33.0,208.0,0.02,0.01,1.6,0.0,0.0,0.0,0.0,2.56,0.0,0.0,0.0,0.0,8.1,0.01,0.0,0.06,0.01,2.0,0.0,0.1,39.6,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.09,35.06,14.64,370.0,0.0,46.51,0.0,0.0,15.18,0.8,17.0,1.18,8.0,27.0,107.0,863.0,0.26,0.0,1.5,4.0,14.0,92.0,0.0,4.0,0.1,52.0,2597.0,29.0,0.0,1.445,0.058,0.418,0.0,0.0,0.0,16.0,69.1,0.0,0.0,0.0,0.0,0.0,26.0,5.092,0.0,0.0,0.0,0.0,0.0,0.0,3.516,1.341,7.727,15.869,2.351,0.0,0.0,0.0,0.0,0.154,0.0,0.0,0.0,7.881,18.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2.83,3.74,7.13,73.0,0.0,84.19,0.0,0.0,6.24,0.1,100.0,0.1,11.0,78.0,141.0,417.0,0.48,0.014,1.8,22.0,22.0,5.0,0.0,0.2,0.1,0.0,0.0,2.0,2.3,0.025,0.115,0.068,0.029,7.0,0.3,12.5,2.0,0.0,7.0,7.0,0.0,0.0,10.0,1.829,0.077,0.053,0.034,0.076,0.089,0.275,0.811,0.29,1.038,0.473,0.086,0.0,0.0,0.06,0.0,0.006,0.0,0.0,0.0,1.167,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.72,0.07,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,1.03,0.0,0.02,0.0,4
0.76,8.9,15.79,142.0,0.0,71.21,0.0,0.0,9.71,0.7,16.0,0.7,6.0,26.0,106.0,987.0,0.22,0.056,4.6,1.0,11.0,108.0,0.0,0.62,0.0,29.0,1144.0,52.0,1.6,0.015,0.033,0.196,0.052,1.0,0.01,6.3,17.0,0.0,1.0,1.0,0.0,0.0,5.0,0.723,0.002,0.001,0.001,0.002,0.002,0.013,0.496,0.2,3.383,2.051,0.576,0.0,0.0,0.004,0.0,0.06,0.0,0.0,0.0,3.448,2.627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
5.1,7.2,2.9,99.0,0.0,79.5,0.0,0.0,2.82,0.0,89.0,0.5,7.0,83.0,5.0,939.0,0.25,0.01,1.6,0.0,0.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.3,0.02,0.1,0.05,0.02,3.0,0.23,17.0,5.4,0.0,3.0,3.0,0.0,0.0,1.0,2.575,0.069,0.038,0.026,0.062,0.051,0.352,1.414,0.496,1.645,2.117,0.301,0.002,0.001,0.099,0.0,0.003,0.0,0.0,0.0,1.783,2.422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2.1,2.7,13.2,86.0,0.0,77.8,0.0,0.0,3.6,0.0,68.0,0.14,4.0,47.0,51.0,939.0,0.3,0.013,1.6,65.0,67.0,19.0,4.0,0.9,0.0,4.0,0.0,126.0,0.0,0.01,0.04,0.04,0.02,28.0,0.11,17.0,91.0,0.0,28.0,28.0,0.0,0.0,10.0,0.628,0.014,0.008,0.005,0.011,0.012,0.051,0.35,0.167,1.063,0.789,0.064,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,1.092,0.855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
1.52,1.01,25.6,115.0,0.0,68.0,0.0,0.0,7.44,1.8,51.0,0.12,15.0,107.0,194.0,814.0,0.21,0.015,1.6,5.0,5.0,2.0,0.0,0.04,0.0,0.0,0.0,0.0,0.5,0.04,0.166,0.111,0.045,2.0,0.26,16.4,0.1,0.0,2.0,2.0,0.0,0.0,2.0,0.45,0.015,0.007,0.005,0.012,0.01,0.067,0.22,0.096,0.404,0.053,0.008,0.0,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0.441,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.0,20.0,40.0,329.0,0.0,37.0,0.0,0.0,38.73,0.4,36.0,0.26,5.0,30.0,50.0,1600.0,0.18,0.0,1.6,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,1.0,0.0,0.01,0.01,0.25,0.02,0.0,0.1,15.3,39.5,0.0,0.0,0.0,0.0,0.0,25.0,2.98,0.0,0.0,0.0,0.0,0.0,0.02,1.96,1.0,8.5,6.98,0.52,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,8.6,7.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.58,11.52,31.22,222.0,0.0,54.28,0.0,0.0,16.86,1.5,11.0,0.73,8.0,16.0,107.0,838.0,0.2,0.16,1.6,0.0,27.0,289.0,0.0,1.0,0.0,70.0,2530.0,124.0,4.8,0.024,0.052,0.467,0.055,2.0,0.0,4.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.611,0.231,4.407,2.956,0.896,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,4.518,3.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.2,0.27,32.14,132.0,0.0,65.04,0.0,0.0,16.45,2.2,5.0,0.58,3.0,0.0,84.0,853.0,0.1,0.121,2.0,0.0,4.0,38.0,0.0,0.02,0.0,15.0,319.0,0.0,0.0,0.011,0.026,0.112,0.0,14.0,0.0,4.0,0.1,0.0,14.0,14.0,0.0,0.0,0.0,0.037,0.0,0.0,0.0,0.0,0.002,0.002,0.018,0.012,0.049,0.042,0.018,0.0,0.0,0.002,0.0,0.032,0.0,0.049,0.0,0.141,0.062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.58,11.52,31.22,222.0,0.0,54.28,0.0,0.0,16.86,1.5,11.0,0.73,8.0,16.0,107.0,838.0,0.2,0.16,1.6,0.0,27.0,289.0,0.0,1.0,0.0,70.0,2530.0,124.0,4.8,0.024,0.052,0.467,0.055,2.0,0.0,4.0,17.8,0.0,2.0,2.0,0.0,0.0,0.0,0.842,0.0,0.0,0.0,0.0,0.0,0.0,0.611,0.231,4.407,2.956,0.896,0.0,0.0,0.0,0.0,0.111,0.0,0.0,0.0,4.518,3.852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.3,4.4,18.6,110.0,0.0,73.2,0.0,0.0,16.32,0.1,24.0,0.18,2.0,19.0,29.0,1148.0,0.11,0.01,1.6,1.0,1.0,1.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.0,2.0,0.03,17.4,1.0,0.0,2.0,2.0,0.0,0.0,2.0,0.703,0.008,0.003,0.002,0.004,0.006,0.025,0.469,0.171,1.009,2.06,0.291,0.0,0.008,0.014,0.001,0.024,0.005,0.066,0.0,1.124,2.368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.2,2.7,15.5,84.0,0.0,78.7,0.0,0.0,10.3,1.9,6.0,0.12,2.0,5.0,49.0,788.0,0.05,0.02,0.3,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.0,0.7,24.7,0.0,0.0,0.0,0.0,0.0,9.0,0.6,0.0,0.0,0.025,0.027,0.25,0.11,0.069,0.117,1.887,0.043,0.019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.887,0.063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.88,33.09,8.2,324.0,0.0,55.91,0.0,0.0,4.34,0.0,8.0,0.32,2.0,35.0,40.0,673.0,0.18,0.112,2.6,12.0,21.0,94.0,1.0,3.07,0.0,27.0,0.0,87.0,0.0,0.018,0.0,0.0,0.0,4.0,0.0,8.5,24.7,0.0,4.0,4.0,0.0,0.0,35.0,5.209,0.0,0.0,0.0,0.0,0.0,0.028,3.483,1.389,8.015,16.035,1.918,0.0,0.0,0.052,0.0,0.068,0.0,0.0,0.0,8.135,17.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.9,33.3,6.7,333.0,0.0,56.0,0.0,0.0,4.2,0.0,0.0,0.0,0.0,0.0,67.0,733.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,24.7,0.0,0.0,0.0,0.0,0.0,0.0,4.618,0.0,0.0,0.0,0.0,0.0,0.0,3.15,1.264,7.707,17.372,2.128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.707,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.88,33.09,8.2,324.0,0.0,55.91,0.0,0.0,4.34,0.0,8.0,0.32,2.0,35.0,40.0,673.0,0.18,0.112,2.6,12.0,21.0,94.0,1.0,3.07,0.0,27.0,0.0,87.0,0.0,0.018,0.0,0.0,0.0,4.0,0.0,8.5,24.7,0.0,4.0,4.0,0.0,0.0,35.0,5.209,0.0,0.0,0.0,0.0,0.0,0.028,3.483,1.389,8.015,16.035,1.918,0.0,0.0,0.052,0.0,0.068,0.0,0.0,0.0,8.135,17.953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.9,33.4,23.9,390.0,0.0,39.9,0.0,0.0,6.4,0.0,14.0,0.2,2.0,26.0,9.0,711.0,0.18,0.01,1.6,12.0,21.0,94.0,1.0,2.06,0.0,27.0,0.0,87.0,0.0,0.013,0.024,0.004,0.017,0.0,0.21,0.7,42.2,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.1,0.0,3.5,1.4,9.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.98,10.0,29.27,207.0,0.0,57.19,0.0,0.0,18.33,0.8,67.0,0.41,12.0,28.0,55.0,900.0,0.17,0.025,6.8,0.0,1.0,6.0,0.0,1.46,0.0,5.0,0.0,4.0,0.4,0.07,0.013,0.118,0.02,2.0,0.0,4.9,13.3,0.0,2.0,2.0,0.0,0.0,0.0,0.833,0.0,0.0,0.0,0.0,0.001,0.002,0.49,0.208,4.999,2.22,0.916,0.0,0.0,0.02,0.0,0.207,0.0,0.3,0.0,5.573,3.152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
0.47,6.38,4.57,75.0,0.0,84.68,0.0,0.0,4.55,0.0,9.0,0.65,4.0,11.0,85.0,1074.0,0.19,0.0,8.0,0.0,1.0,7.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.07,0.0,0.0,3.3,12.5,0.0,0.0,0.0,0.0,0.0,6.0,0.451,0.0,0.0,0.0,0.0,0.0,0.0,0.318,0.133,2.19,1.338,0.366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,1.704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
