Protein,Total Fat,Carbohydrate,"Sugars, total","Fiber, total dietary",Calcium,Iron,Sodium,Vitamin D (D2 + D3),Cholesterol,"Fatty acids, total saturated",Potassium,Energy,novaclass
11.0,21.4,63.7,33.96,4.3,39.0,2.5,278.0,0.0,0.0,2.52,305.0,479.0,4
5.2,32.2,55.2,34.27,6.2,42.0,1.75,152.0,0.0,0.0,22.72,254.0,531.0,4
5.2,32.2,55.2,34.27,6.2,42.0,1.75,152.0,0.0,0.0,22.72,254.0,531.0,4
9.6,31.2,54.1,23.63,3.8,108.0,1.45,193.0,0.0,12.0,17.065,339.0,536.0,4
8.6,20.0,60.13,34.0,4.3,136.0,1.49,486.0,0.0,3.0,5.668,320.0,455.0,4
10.2,31.1,53.4,23.74,2.8,108.0,1.45,193.0,0.0,12.0,17.01,339.0,508.0,4
9.94,10.41,65.5,15.61,8.4,58.0,2.71,51.0,0.0,0.0,3.668,377.0,343.0,4
6.75,16.92,65.26,21.36,3.5,27.0,9.9,352.0,1.0,0.0,5.435,188.0,426.0,4
7.17,17.5,66.27,30.0,5.7,41.0,1.56,167.0,0.0,0.0,9.888,285.0,451.0,4
14.15,3.11,69.63,30.07,5.7,504.0,11.7,146.0,0.0,0.0,1.32,362.0,363.0,4
3.5,2.3,75.72,45.42,2.7,126.0,1.66,342.0,0.0,0.0,0.562,59.0,324.0,4
5.43,5.3,68.63,42.0,1.7,1053.0,13.16,250.0,0.0,1.0,0.453,180.0,344.0,4
6.8,12.6,73.7,24.2,3.4,83.0,2.9,9.0,0.0,4.0,2.7,425.0,435.0,4
11.8,13.2,67.1,24.2,0.2,101.0,4.18,357.0,1.2,12.0,2.352,501.0,433.0,4
10.7,4.2,76.4,12.65,1.4,263.0,3.55,227.0,0.5,7.0,1.206,323.0,391.0,4
6.6,25.83,61.37,7.45,2.1,95.0,3.81,865.0,0.0,0.0,5.4,111.0,504.0,4
6.9,13.8,74.1,13.93,1.1,43.0,2.75,482.0,0.0,0.0,3.463,100.0,446.0,4
6.9,10.1,76.8,31.1,2.8,24.0,3.73,477.0,0.0,0.0,1.519,135.0,423.0,4
5.8,23.2,66.5,41.56,3.1,58.0,3.58,257.0,0.0,0.0,13.38,209.0,484.0,4
6.86,17.45,70.57,17.76,2.8,36.0,3.27,554.0,0.0,0.0,4.071,242.0,465.0,4
7.56,6.83,77.31,19.14,2.0,72.0,1.5,262.0,0.0,0.0,1.576,257.0,404.0,4
6.6,25.83,61.37,7.45,2.1,95.0,3.81,865.0,0.0,0.0,5.4,111.0,504.0,4
6.26,8.34,78.85,37.47,3.0,29.0,3.43,392.0,0.0,0.0,1.252,248.0,406.0,4
6.91,4.97,80.3,22.16,2.6,89.0,5.13,676.0,0.0,0.0,1.185,117.0,392.0,4
8.03,1.0,83.98,23.14,3.7,26.0,4.44,346.0,0.0,0.0,0.163,132.0,375.0,4
4.83,11.94,74.13,40.7,2.0,18.0,2.66,389.0,0.0,0.0,1.956,105.0,422.0,4
9.5,8.85,74.34,2.22,2.9,119.0,5.13,198.0,0.0,0.0,2.001,724.0,421.0,4
10.5,1.6,82.3,0.38,2.7,22.0,7.72,716.0,0.0,0.0,0.244,115.0,393.0,4
8.6,20.6,64.9,13.04,4.5,49.0,4.4,190.0,0.0,0.0,5.178,203.0,473.0,4
8.8,17.2,68.6,0.37,10.5,50.0,3.08,186.0,0.0,0.0,3.393,297.0,443.0,4
7.4,25.3,61.0,1.79,1.6,120.0,3.6,216.0,0.0,0.0,3.776,355.0,502.0,4
10.1,25.3,58.2,0.28,2.4,151.0,4.77,458.0,0.0,13.0,9.638,106.0,503.0,4
7.1,13.29,75.37,20.53,2.9,96.0,4.79,292.0,0.0,0.0,2.203,131.0,446.0,4
8.2,2.8,81.5,0.88,4.2,11.0,1.49,26.0,0.0,0.0,0.57,290.0,387.0,1
11.37,1.08,84.88,1.21,3.0,18.0,5.11,324.0,0.0,0.0,0.171,118.0,404.0,4
8.36,18.82,63.58,12.42,2.9,92.0,3.33,73.0,0.0,0.0,3.361,162.0,454.0,4
7.9,1.3,82.2,1.07,16.5,31.0,2.43,453.0,0.0,0.0,0.145,319.0,366.0,4
6.6,25.83,61.37,7.45,2.1,95.0,3.81,865.0,0.0,0.0,5.4,111.0,504.0,4
7.9,3.0,81.72,7.61,1.6,150.0,7.18,1087.0,0.0,0.0,0.521,123.0,392.0,4
8.02,1.05,83.36,8.24,1.9,185.0,7.29,1017.0,0.0,0.0,0.15,117.0,381.0,4
10.93,22.74,59.42,4.53,2.3,136.0,4.88,973.0,0.0,3.0,5.288,156.0,489.0,4
10.0,11.67,68.19,0.0,3.3,67.0,4.8,1167.0,0.0,0.0,3.333,141.0,418.0,4
9.6,0.9,80.4,1.01,22.9,40.0,5.94,557.0,0.0,0.0,0.108,495.0,334.0,4
11.33,1.08,84.63,1.21,3.0,18.0,5.1,514.0,0.0,0.0,0.17,118.0,403.0,4
7.9,1.3,82.2,1.07,16.5,31.0,2.43,453.0,0.0,0.0,0.145,319.0,366.0,4
10.0,1.4,83.7,0.29,3.0,13.0,3.16,0.0,0.0,0.0,0.226,112.0,395.0,4
7.6,15.8,69.7,16.44,1.9,172.0,3.58,592.0,0.0,11.0,2.633,114.0,455.0,4
9.5,8.85,74.34,2.22,2.9,21.0,5.13,1116.0,0.0,0.0,2.001,159.0,421.0,4
7.1,4.3,81.1,0.88,4.2,11.0,1.49,71.0,0.0,0.0,0.875,428.0,392.0,4
6.63,5.61,74.35,0.11,1.2,27.0,0.76,780.0,0.0,0.0,0.822,107.0,384.0,4
8.2,2.8,81.5,0.88,4.2,11.0,1.49,326.0,0.0,0.0,0.57,290.0,387.0,4
9.7,3.1,80.1,0.72,2.9,9.0,1.87,288.0,0.0,0.0,0.48,327.0,384.0,4
5.07,1.21,72.54,0.27,2.1,10.0,0.38,310.0,0.0,0.0,0.328,65.0,329.0,3
7.9,1.3,82.2,1.07,16.5,31.0,2.43,453.0,0.0,0.0,0.145,319.0,366.0,4
9.5,8.85,74.34,2.22,2.9,21.0,5.13,1116.0,0.0,0.0,2.001,159.0,421.0,4
7.14,10.71,68.25,0.0,0.0,0.0,5.14,1214.0,0.0,0.0,0.0,221.0,398.0,4
15.64,31.4,48.22,5.63,4.7,58.0,4.04,774.0,0.0,2.0,5.136,334.0,523.0,4
12.41,25.12,56.74,6.98,3.4,50.0,2.72,913.0,0.0,0.0,4.406,218.0,496.0,4
11.47,24.54,58.38,10.5,2.3,81.0,2.77,901.0,0.0,0.0,4.913,215.0,494.0,4
15.87,17.22,57.43,7.05,3.5,25.0,3.19,592.0,0.0,0.0,2.647,334.0,438.0,4
9.3,21.1,61.7,3.18,1.9,257.0,2.39,888.0,0.0,2.0,6.125,429.0,477.0,4
8.95,17.36,67.35,13.8,3.7,81.0,4.69,918.0,0.0,0.0,2.73,207.0,456.0,4
10.22,10.4,71.71,0.26,2.8,15.0,4.36,746.0,0.0,0.0,2.5,110.0,427.0,4
10.58,14.13,69.55,1.19,10.3,36.0,3.34,704.0,0.0,0.0,2.063,345.0,427.0,4
11.34,7.59,75.52,1.22,10.9,39.0,3.56,745.0,0.0,0.0,1.067,373.0,416.0,4
10.66,13.98,69.47,1.18,10.8,37.0,3.45,693.0,0.0,0.0,2.042,358.0,424.0,4
8.95,17.36,67.35,13.8,3.7,81.0,4.69,918.0,0.0,0.0,2.73,207.0,456.0,4
9.34,13.37,71.52,15.01,3.4,80.0,5.02,866.0,0.0,0.0,2.112,210.0,444.0,4
6.08,22.93,62.05,3.02,2.7,66.0,3.48,1100.0,0.0,0.0,5.697,101.0,481.0,4
8.4,19.6,66.85,13.0,4.0,41.0,4.2,571.0,0.0,0.0,1.966,245.0,477.0,4
6.4,9.9,76.68,28.0,2.3,400.0,22.5,324.0,0.0,0.0,1.646,114.0,421.0,4
8.5,15.64,71.86,0.61,6.9,9.0,1.67,635.0,0.0,0.0,2.43,278.0,446.0,4
6.03,28.41,63.01,1.16,5.3,164.0,1.32,545.0,0.0,0.0,3.612,135.0,518.0,4
5.83,37.11,52.38,2.87,1.9,58.0,1.75,910.0,0.0,7.0,5.658,189.0,565.0,4
7.26,23.05,66.22,1.1,5.0,138.0,1.83,363.0,0.0,0.0,2.814,212.0,494.0,4
6.6,33.4,57.4,1.41,4.4,124.0,1.7,15.0,0.0,0.0,4.344,185.0,557.0,4
8.7,15.2,73.4,0.53,5.7,159.0,1.63,856.0,0.0,3.0,2.837,272.0,465.0,4
8.44,3.53,65.22,2.82,6.4,128.0,4.8,602.0,0.0,2.0,1.054,396.0,318.0,4
11.0,5.7,80.0,0.67,5.3,159.0,1.6,419.0,0.0,0.0,0.85,272.0,415.0,4
11.0,5.7,80.1,0.85,5.3,159.0,1.6,15.0,0.0,0.0,0.85,272.0,416.0,4
8.5,12.1,72.35,7.29,10.7,357.0,1.28,847.0,0.0,1.0,2.1,286.0,432.0,4
7.79,23.36,65.32,1.0,5.3,174.0,2.32,15.0,0.0,0.0,2.458,215.0,503.0,4
7.19,25.4,63.03,2.04,3.7,101.0,2.44,802.0,0.0,2.0,3.559,172.0,502.0,4
8.84,21.54,64.63,1.75,2.6,65.0,3.77,895.0,0.0,3.0,3.275,159.0,491.0,4
5.97,26.22,64.77,2.31,3.3,4.0,0.96,422.0,0.0,0.0,1.981,120.0,521.0,4
11.79,15.2,68.26,4.76,3.8,17.0,4.59,854.0,0.0,0.0,1.342,129.0,457.0,4
7.29,43.55,45.06,0.46,8.1,4.0,1.98,1058.0,0.0,0.0,6.82,182.0,583.0,4
12.94,4.54,77.9,0.87,14.5,7.0,3.19,8.0,0.0,0.0,0.57,329.0,387.0,1
8.69,29.98,55.7,0.54,9.9,20.0,2.36,771.0,0.0,0.0,6.604,219.0,528.0,4
10.42,29.15,52.02,1.54,9.5,67.0,2.15,830.0,0.0,7.0,7.509,255.0,499.0,4
10.72,6.1,76.04,0.65,13.6,14.0,2.87,627.0,0.0,0.0,1.184,284.0,402.0,4
12.6,9.5,72.0,0.92,14.2,11.0,2.28,884.0,0.0,0.0,1.415,241.0,424.0,4
9.0,28.1,58.1,0.54,10.0,10.0,2.78,3.0,0.0,0.0,5.05,225.0,500.0,4
3.8,12.8,79.1,53.19,5.2,43.0,1.74,206.0,0.0,5.0,3.61,109.0,431.0,4
6.4,7.8,80.7,45.36,3.8,66.0,3.91,295.0,0.0,0.0,1.04,355.0,400.0,4
2.0,1.4,90.06,64.68,2.5,18.0,0.8,286.0,0.0,0.0,0.2,110.0,381.0,4
7.7,22.6,65.1,4.83,3.9,29.0,3.72,950.0,0.0,0.0,4.34,143.0,499.0,4
6.66,35.19,50.08,1.89,0.5,66.0,1.6,1364.0,0.0,81.0,9.056,32.0,541.0,4
10.34,2.63,79.76,2.76,3.0,18.0,5.2,1357.0,0.0,0.0,0.501,136.0,380.0,4
10.34,2.63,79.76,2.76,3.0,18.0,5.2,1357.0,0.0,0.0,0.501,136.0,380.0,4
8.2,3.1,69.39,0.25,1.7,23.0,3.92,805.0,0.0,3.0,0.695,88.0,338.0,4
9.1,3.5,79.2,2.21,2.8,36.0,4.32,289.0,0.0,0.0,0.75,146.0,381.0,4
8.2,3.1,71.04,0.25,1.7,23.0,3.92,690.0,0.0,3.0,0.695,88.0,338.0,4
10.51,2.78,77.25,1.28,9.4,28.0,2.75,1221.0,0.0,0.0,0.483,333.0,368.0,4
10.8,2.0,82.2,3.08,2.3,25.0,3.77,269.0,0.0,0.0,0.316,137.0,397.0,4
9.59,10.2,74.06,16.41,3.1,66.0,4.4,999.0,0.0,6.0,5.543,202.0,423.0,4
7.97,15.55,71.38,34.35,1.4,117.0,2.52,684.0,0.0,1.0,13.011,218.0,455.0,4
11.87,15.55,61.89,7.33,2.4,185.0,4.0,1153.0,0.1,12.0,4.462,275.0,429.0,4
12.44,13.24,68.47,7.15,7.0,163.0,16.8,807.0,1.3,1.0,2.509,311.0,419.0,4
17.31,25.58,51.62,3.0,13.2,54.0,2.44,413.0,0.0,0.0,3.785,328.0,506.0,4
8.75,22.71,59.51,0.78,2.5,22.0,3.64,1221.0,0.0,1.0,5.864,99.0,479.0,4
10.32,28.7,55.2,4.84,1.8,131.0,3.13,48.0,0.0,4.0,7.236,226.0,524.0,4
12.34,15.14,66.36,6.02,4.1,24.0,5.05,233.0,0.0,0.0,6.835,140.0,451.0,4
5.33,5.17,39.29,9.73,2.4,71.0,2.19,505.0,0.0,18.0,0.81,124.0,225.0,4
6.85,2.46,37.4,5.86,6.7,304.0,1.67,646.0,0.0,2.0,0.544,209.0,176.0,4
10.43,1.93,57.46,7.04,8.6,50.0,2.57,311.0,0.0,1.0,0.378,306.0,268.0,4
7.3,9.55,48.84,4.72,2.5,303.0,6.75,720.0,0.0,14.0,1.96,141.0,310.0,4
6.38,8.21,44.68,6.11,2.6,260.0,5.81,614.0,0.0,12.0,1.677,136.0,277.0,4
6.43,11.9,41.3,19.84,1.2,92.0,1.51,520.0,0.0,1.0,2.028,1444.0,293.0,4
5.71,10.0,41.48,12.86,1.4,143.0,5.14,543.0,0.1,21.0,3.571,71.0,279.0,4
7.98,8.95,41.12,10.43,3.1,117.0,2.21,423.0,0.0,1.0,1.68,397.0,257.0,4
7.59,11.57,35.91,3.5,2.8,109.0,3.01,433.0,0.0,0.0,2.105,175.0,271.0,4
10.22,0.4,50.07,21.49,1.2,101.0,1.91,434.0,0.0,0.0,0.058,131.0,247.0,4
6.47,1.89,48.32,21.21,0.9,179.0,1.89,782.0,0.0,0.0,0.336,102.0,236.0,4
6.0,17.74,41.21,9.89,1.4,53.0,1.92,428.0,0.0,0.0,3.989,111.0,340.0,4
2.43,13.65,27.01,6.84,3.8,32.0,0.51,89.0,0.0,0.0,6.177,97.0,228.0,4
1.48,0.24,17.07,3.06,0.4,114.0,5.08,35.0,1.2,0.0,0.0,25.0,77.0,4
7.12,3.37,83.1,22.88,5.8,172.0,24.84,566.0,3.5,0.0,0.669,260.0,374.0,4
13.0,2.5,79.4,3.2,8.0,38.0,3.0,10.0,0.0,0.0,0.509,280.0,336.0,4
10.22,5.81,76.06,11.84,9.1,354.0,27.38,550.0,3.4,0.0,0.809,522.0,376.0,4
7.47,3.39,82.46,22.36,6.5,190.0,24.47,563.0,3.6,0.0,0.601,304.0,372.0,4
3.33,1.67,90.0,46.67,0.0,333.0,15.0,533.0,3.3,0.0,0.0,33.0,388.0,4
6.13,2.33,85.9,39.25,3.6,107.0,14.43,648.0,4.1,0.0,0.525,165.0,389.0,4
13.14,4.9,74.24,15.69,29.3,389.0,17.6,258.0,4.3,0.0,0.64,1020.0,260.0,4
11.3,3.5,77.0,0.37,50.0,415.0,18.0,475.0,5.3,0.0,0.6,1050.0,192.0,4
11.2,3.3,75.7,20.0,9.1,147.0,3.0,213.0,0.0,0.0,0.496,568.0,352.0,4
8.1,3.8,83.7,35.5,5.7,29.0,6.4,634.0,7.2,0.0,0.9,217.0,385.0,4
5.9,3.3,86.7,43.5,1.7,14.0,9.31,711.0,3.5,0.0,0.6,100.0,398.0,4
15.54,7.0,71.15,0.42,9.5,17.0,1.76,35.0,0.0,0.0,1.325,353.0,353.0,4
6.67,5.0,80.0,33.33,6.7,333.0,15.0,383.0,3.3,0.0,0.579,217.0,400.0,4
7.2,1.8,80.1,21.2,8.6,38.0,29.5,36.0,0.0,0.0,0.4,302.0,331.0,4
5.0,1.9,88.2,44.0,9.3,11.0,16.1,459.0,3.6,0.0,0.357,116.0,366.0,4
8.5,9.7,74.5,18.7,8.9,40.0,28.0,389.0,1.7,0.0,1.2,335.0,402.0,4
7.27,3.64,80.0,23.64,7.3,455.0,8.18,527.0,1.8,0.0,0.807,291.0,364.0,4
6.06,4.55,84.85,21.21,6.1,1515.0,5.45,515.0,3.3,0.0,0.567,212.0,364.0,4
7.41,4.0,81.48,25.93,7.4,370.0,16.67,630.0,3.7,0.0,0.0,222.0,370.0,4
6.4,5.3,81.6,30.0,4.1,40.0,3.3,374.0,1.8,0.0,0.6,183.0,396.0,4
6.06,4.55,84.85,30.3,3.0,303.0,13.64,576.0,3.0,0.0,0.4,152.0,394.0,4
7.0,2.15,80.0,27.0,43.0,63.0,15.0,676.0,3.3,0.0,0.4,1000.0,250.0,4
8.51,3.19,82.98,21.28,12.8,213.0,34.47,574.0,2.1,0.0,0.716,383.0,340.0,4
4.39,5.12,85.51,44.32,2.5,11.0,19.42,754.0,0.0,0.0,3.346,186.0,398.0,4
4.44,4.83,85.92,44.31,2.6,11.0,19.78,724.0,0.0,0.0,3.081,186.0,397.0,4
4.45,4.83,85.9,44.2,2.6,11.0,19.88,725.0,0.0,0.0,3.076,187.0,397.0,4
7.1,9.23,78.65,33.36,2.7,9.0,18.36,742.0,0.0,0.0,4.05,236.0,417.0,4
11.33,5.9,74.68,4.02,10.1,408.0,31.77,571.0,3.6,0.0,0.954,609.0,367.0,4
7.8,1.56,84.27,9.89,6.4,317.0,31.14,787.0,3.2,0.0,0.33,227.0,367.0,4
3.34,3.5,87.2,47.0,3.8,70.0,15.87,670.0,0.0,0.0,0.961,176.0,405.0,4
5.3,5.36,82.14,35.71,3.6,357.0,16.07,571.0,3.6,0.0,0.551,250.0,393.0,4
5.27,9.38,79.73,33.15,3.8,451.0,18.27,701.0,3.3,0.0,1.422,152.0,414.0,4
3.57,10.71,78.57,21.43,10.7,714.0,12.86,714.0,2.9,0.0,1.778,143.0,393.0,4
7.02,1.75,84.21,24.56,7.0,0.0,7.89,509.0,0.0,0.0,0.221,184.0,368.0,4
5.22,2.9,86.05,38.5,1.9,130.0,22.2,424.0,4.1,0.0,1.99,197.0,389.0,4
3.67,3.54,88.7,48.29,2.5,7.0,15.0,409.0,0.0,0.0,0.95,189.0,394.0,4
4.7,4.2,85.8,37.2,1.5,21.0,6.0,633.0,8.3,0.0,3.7,177.0,397.0,4
3.7,5.56,85.19,37.04,7.4,370.0,16.67,556.0,3.7,0.0,1.4,259.0,370.0,4
11.0,3.5,77.0,20.0,13.0,54.0,63.0,699.0,3.5,0.0,0.8,400.0,350.0,4
3.85,3.85,84.62,38.46,3.8,385.0,17.31,577.0,3.9,0.0,0.592,192.0,385.0,4
6.37,4.06,83.68,20.66,17.3,71.0,30.98,868.0,0.0,0.0,2.03,238.0,331.0,4
6.45,1.61,83.87,9.68,6.5,323.0,26.13,774.0,3.3,0.0,0.39,194.0,387.0,4
6.63,0.47,87.01,9.5,3.0,6.0,26.57,721.0,3.8,0.0,0.129,97.0,364.0,4
7.7,0.3,88.8,6.11,1.1,43.0,2.22,10.0,3.6,0.0,0.041,73.0,399.0,4
6.61,0.59,87.11,10.5,2.5,7.0,29.0,723.0,3.8,0.0,0.172,90.0,365.0,4
7.69,3.46,82.82,9.76,8.9,570.0,32.0,633.0,3.3,0.0,0.576,200.0,367.0,4
6.05,1.61,85.55,11.0,2.5,3333.0,60.0,698.0,2.9,0.0,0.4,94.0,373.0,4
3.7,5.56,85.19,37.04,3.7,370.0,16.67,593.0,3.7,0.0,0.692,204.0,370.0,4
8.0,13.9,71.8,31.5,12.7,60.0,3.7,309.0,2.0,0.0,6.1,450.0,402.0,4
7.3,6.1,78.9,26.2,7.2,39.0,3.5,229.0,2.0,0.0,0.8,256.0,388.0,4
4.39,5.12,85.51,44.32,2.5,11.0,19.42,754.0,0.0,0.0,3.346,186.0,398.0,4
6.7,0.5,85.7,12.1,1.1,10.0,33.6,751.0,4.1,0.0,0.1,135.0,370.0,4
7.1,3.5,86.0,9.1,7.3,28.0,1.15,12.0,0.0,0.0,0.688,238.0,388.0,4
6.69,1.26,86.22,7.65,0.7,5.0,32.73,763.0,3.0,0.0,0.36,110.0,364.0,4
7.0,1.7,81.0,33.0,9.0,0.0,13.6,457.0,1.8,0.0,0.4,413.0,333.0,4
6.12,3.06,85.44,20.41,10.2,204.0,12.86,490.0,2.0,0.0,0.389,306.0,347.0,4
3.33,1.67,90.0,46.67,0.0,333.0,15.0,533.0,3.3,0.0,0.0,33.0,388.0,4
5.4,5.6,83.0,21.2,10.2,370.0,30.0,607.0,3.7,0.0,1.0,185.0,365.0,4
9.5,6.3,73.8,26.2,8.5,173.0,2.78,50.0,0.0,0.0,0.711,494.0,388.0,4
6.67,3.33,83.33,0.0,46.7,333.0,15.0,350.0,0.0,0.0,0.379,333.0,200.0,4
14.44,1.41,78.15,1.86,14.1,71.0,2.54,53.0,0.0,0.0,0.261,460.0,353.0,4
9.55,2.15,80.05,18.42,17.6,55.0,35.75,728.0,3.4,0.0,0.4,610.0,320.0,4
10.0,2.0,79.0,17.0,17.5,52.0,62.0,715.0,3.5,0.0,0.4,590.0,318.0,4
9.4,2.2,80.4,18.9,17.6,56.0,27.0,732.0,3.3,0.0,0.4,616.0,320.0,4
6.06,4.55,84.85,30.3,3.0,303.0,13.64,576.0,3.0,0.0,0.592,152.0,394.0,4
6.25,10.94,77.55,34.38,3.1,313.0,14.06,719.0,3.1,0.0,0.592,141.0,438.0,4
5.0,3.3,86.7,42.7,9.2,12.0,15.5,458.0,3.5,0.0,1.8,117.0,372.0,4
5.4,11.4,78.4,38.6,3.1,54.0,0.57,49.0,3.2,17.0,5.9,8.0,438.0,4
7.14,3.57,82.14,35.71,7.1,357.0,16.07,607.0,3.6,0.0,0.562,196.0,393.0,4
3.65,1.67,89.26,33.33,0.0,333.0,30.0,600.0,3.3,0.0,0.317,100.0,367.0,4
9.0,1.6,82.0,21.0,10.0,33.0,32.0,10.0,0.0,0.0,0.36,352.0,343.0,4
7.8,1.9,83.8,22.3,9.6,13.0,3.46,19.0,0.0,0.0,0.3,327.0,352.0,4
7.14,3.57,82.14,35.71,7.1,357.0,16.07,607.0,3.6,0.0,0.562,196.0,393.0,4
4.3,0.4,90.9,39.8,0.5,7.0,18.9,371.0,4.2,0.0,0.1,59.0,382.0,4
4.3,0.4,90.9,39.8,0.5,7.0,18.9,371.0,4.2,0.0,0.1,59.0,382.0,4
7.1,5.6,76.2,29.8,9.7,43.0,9.82,509.0,1.8,0.0,0.8,443.0,385.0,4
7.1,5.6,76.2,29.8,9.7,43.0,9.82,509.0,1.8,0.0,0.8,443.0,385.0,4
6.0,1.2,87.0,34.0,4.6,26.0,17.0,472.0,5.1,0.0,0.3,284.0,368.0,4
5.0,3.3,86.7,42.7,9.2,12.0,15.5,458.0,3.5,0.0,1.8,117.0,372.0,4
5.0,3.3,86.7,42.7,9.2,12.0,15.5,458.0,3.5,0.0,1.8,117.0,372.0,4
3.7,5.56,85.19,33.33,7.4,370.0,16.67,500.0,3.7,0.0,0.456,222.0,370.0,4
4.3,4.0,86.2,38.0,0.8,17.0,6.0,630.0,8.3,0.0,3.6,67.0,400.0,4
6.45,3.23,83.87,32.26,3.2,323.0,14.52,774.0,3.2,0.0,0.323,194.0,387.0,4
9.23,8.67,75.18,25.03,8.4,59.0,6.8,175.0,1.3,1.0,1.358,361.0,399.0,4
14.85,24.06,53.25,20.0,9.0,78.0,4.23,25.0,0.0,0.0,4.058,540.0,489.0,4
8.0,5.2,81.5,28.0,6.1,39.0,3.7,219.0,2.1,0.0,1.3,249.0,387.0,4
8.7,5.1,79.3,27.7,7.3,32.0,4.2,240.0,1.8,0.0,1.4,196.0,377.0,4
12.48,1.85,80.1,12.61,8.8,39.0,38.06,507.0,1.7,0.0,0.305,400.0,359.0,4
9.5,3.7,81.9,15.1,9.8,40.0,28.0,431.0,3.5,0.0,0.5,340.0,369.0,4
8.2,7.3,73.7,24.9,9.6,38.0,16.7,271.0,1.9,0.0,0.8,376.0,379.0,4
9.3,11.0,72.7,15.3,9.6,39.0,17.6,314.0,2.0,0.0,1.09,342.0,406.0,4
7.1,5.0,83.0,20.3,5.1,21.0,36.0,499.0,3.3,0.0,0.7,179.0,398.0,4
7.14,5.36,81.7,21.43,7.1,0.0,28.93,304.0,1.8,0.0,0.63,268.0,393.0,4
7.7,7.5,79.7,20.1,5.2,37.0,38.8,444.0,3.1,0.0,0.8,212.0,410.0,4
6.2,3.0,87.4,32.4,3.2,16.0,8.4,541.0,7.8,0.0,1.3,156.0,396.0,4
6.2,3.0,87.4,32.4,3.2,16.0,8.4,541.0,7.8,0.0,1.3,156.0,396.0,4
6.8,1.9,87.0,33.0,3.4,22.0,6.2,700.0,3.5,0.0,0.3,102.0,385.0,4
6.25,3.13,87.5,28.13,3.1,313.0,14.06,625.0,3.1,0.0,0.529,156.0,375.0,4
7.14,5.36,78.57,32.14,7.1,357.0,16.07,571.0,3.6,0.0,0.0,411.0,393.0,4
8.4,2.9,83.6,20.7,10.7,38.0,28.0,102.0,0.0,0.0,0.4,349.0,374.0,4
6.4,1.8,89.0,56.0,3.7,24.0,1.3,186.0,3.7,0.0,0.3,151.0,386.0,4
9.17,2.68,74.98,2.72,4.8,13.0,3.95,313.0,0.0,0.0,0.417,215.0,359.0,4
7.7,2.7,83.7,21.2,5.1,26.0,29.5,614.0,0.0,0.0,0.2,220.0,371.0,4
7.0,3.3,81.7,25.0,5.2,35.0,27.0,459.0,2.1,0.0,0.5,269.0,366.0,4
3.33,3.33,87.26,20.0,3.3,333.0,28.0,633.0,3.3,0.0,0.452,133.0,400.0,4
13.0,2.5,79.4,3.2,8.0,38.0,3.0,10.0,0.0,0.0,0.509,280.0,336.0,4
12.0,1.4,79.0,12.4,11.2,0.0,3.1,3.0,0.0,0.0,0.3,342.0,338.0,4
26.1,1.9,58.0,12.0,19.6,140.0,5.0,165.0,0.0,0.0,0.4,926.0,284.0,4
18.3,5.7,69.0,23.0,16.0,97.0,3.2,190.0,0.0,0.0,0.46,578.0,373.0,4
16.6,8.3,67.0,23.0,16.2,101.0,3.0,261.0,0.0,0.0,0.7,486.0,381.0,4
9.4,3.2,79.3,18.8,21.7,26.0,4.1,204.0,0.0,0.0,0.5,366.0,299.0,4
12.0,4.9,76.4,17.7,13.4,42.0,5.5,253.0,0.0,0.0,0.9,286.0,357.0,4
6.41,3.44,83.85,20.27,3.4,10.0,29.0,825.0,0.0,0.0,1.584,268.0,381.0,4
7.69,3.46,82.82,9.76,8.9,570.0,32.0,633.0,3.3,0.0,0.576,200.0,367.0,4
9.97,4.42,77.69,19.43,6.6,318.0,28.69,513.0,0.0,0.0,0.833,283.0,374.0,4
7.41,3.7,81.48,37.04,5.6,370.0,16.67,630.0,3.7,0.0,0.615,185.0,407.0,4
7.1,3.5,84.1,43.5,4.3,71.0,15.87,500.0,3.6,0.0,0.62,207.0,388.0,4
3.7,2.6,89.5,46.5,1.8,406.0,19.5,450.0,4.5,1.0,0.464,195.0,396.0,4
4.0,0.34,93.7,43.6,1.8,5.0,6.56,871.0,3.5,1.0,0.165,59.0,394.0,4
6.84,0.96,85.24,10.9,0.8,7.0,34.4,561.0,3.8,0.0,0.216,88.0,381.0,4
5.0,0.4,90.9,37.4,1.9,0.0,14.33,573.0,4.3,0.0,0.13,67.0,387.0,4
3.9,3.15,90.1,42.6,1.0,3.0,7.62,630.0,4.9,1.0,0.64,76.0,404.0,4
7.14,5.36,78.57,32.14,7.1,357.0,16.07,571.0,3.6,0.0,0.0,411.0,393.0,4
7.2,3.6,83.3,42.8,4.6,457.0,19.3,667.0,4.4,1.0,0.719,197.0,394.0,4
7.01,0.9,87.78,0.0,1.4,9.0,2.86,5.0,0.0,0.0,0.325,116.0,383.0,4
16.26,2.15,76.39,1.37,9.4,24.0,4.41,5.0,0.0,0.0,0.413,364.0,366.0,4
6.4,1.8,89.0,56.0,3.7,24.0,1.3,186.0,3.7,0.0,0.3,151.0,386.0,4
11.33,5.9,74.68,4.02,10.1,408.0,31.77,571.0,3.6,0.0,0.954,609.0,367.0,4
5.0,3.29,87.9,45.7,2.5,407.0,15.5,464.0,3.7,1.0,0.687,131.0,401.0,4
8.3,10.5,76.9,24.5,6.0,45.0,3.46,279.0,1.9,0.0,3.5,298.0,422.0,4
